"GO.ID","Term","Annotated","Significant","Expected","classicFisher","p_adjust_FDR","p_adjust_Bonferroni"
"GO:1901988","negative regulation of cell cycle phase ...",76,0,0.93,1,1,1
"GO:1901991","negative regulation of mitotic cell cycl...",76,0,0.93,1,1,1
"GO:1902100","negative regulation of metaphase/anaphas...",10,0,0.12,1,1,1
"GO:1902101","positive regulation of metaphase/anaphas...",6,0,0.07,1,1,1
"GO:1902115","regulation of organelle assembly",7,0,0.09,1,1,1
"GO:1902275","regulation of chromatin organization",42,0,0.51,1,1,1
"GO:1902299","pre-replicative complex assembly involve...",7,0,0.09,1,1,1
"GO:1902531","regulation of intracellular signal trans...",150,0,1.84,1,1,1
"GO:1902532","negative regulation of intracellular sig...",45,0,0.55,1,1,1
"GO:1902533","positive regulation of intracellular sig...",78,0,0.96,1,1,1
"GO:1902580","single-organism cellular localization",145,0,1.78,1,1,1
"GO:1902582","single-organism intracellular transport",75,0,0.92,1,1,1
"GO:1902593","single-organism nuclear import",47,0,0.58,1,1,1
"GO:1902652","secondary alcohol metabolic process",5,0,0.06,1,1,1
"GO:1902653","secondary alcohol biosynthetic process",5,0,0.06,1,1,1
"GO:1902667","regulation of axon guidance",8,0,0.1,1,1,1
"GO:1902692","regulation of neuroblast proliferation",25,0,0.31,1,1,1
"GO:1902743","regulation of lamellipodium organization",12,0,0.15,1,1,1
"GO:1902745","positive regulation of lamellipodium org...",6,0,0.07,1,1,1
"GO:1902749","regulation of cell cycle G2/M phase tran...",61,0,0.75,1,1,1
"GO:1902750","negative regulation of cell cycle G2/M p...",56,0,0.69,1,1,1
"GO:1902807","negative regulation of cell cycle G1/S p...",11,0,0.13,1,1,1
"GO:1902850","microtubule cytoskeleton organization in...",9,0,0.11,1,1,1
"GO:1902875","regulation of embryonic pattern specific...",17,0,0.21,1,1,1
"GO:1902882","regulation of response to oxidative stre...",5,0,0.06,1,1,1
"GO:1903008","organelle disassembly",6,0,0.07,1,1,1
"GO:1903034","regulation of response to wounding",13,0,0.16,1,1,1
"GO:1903036","positive regulation of response to wound...",11,0,0.13,1,1,1
"GO:1903046","meiotic cell cycle process",85,0,1.04,1,1,1
"GO:1903311","regulation of mRNA metabolic process",52,0,0.64,1,1,1
"GO:1903322","positive regulation of protein modificat...",11,0,0.13,1,1,1
"GO:1903429","regulation of cell maturation",23,0,0.28,1,1,1
"GO:1903522","regulation of blood circulation",8,0,0.1,1,1,1
"GO:1903530","regulation of secretion by cell",32,0,0.39,1,1,1
"GO:1903531","negative regulation of secretion by cell",5,0,0.06,1,1,1
"GO:1903532","positive regulation of secretion by cell",19,0,0.23,1,1,1
"GO:1903533","regulation of protein targeting",25,0,0.31,1,1,1
"GO:1903706","regulation of hemopoiesis",6,0,0.07,1,1,1
"GO:1903827","regulation of cellular protein localizat...",39,0,0.48,1,1,1
"GO:1903828","negative regulation of cellular protein ...",8,0,0.1,1,1,1
"GO:1903829","positive regulation of cellular protein ...",21,0,0.26,1,1,1
"GO:1903900","regulation of viral life cycle",5,0,0.06,1,1,1
"GO:1904029","regulation of cyclin-dependent protein k...",8,0,0.1,1,1,1
"GO:1904059","regulation of locomotor rhythm",5,0,0.06,1,1,1
"GO:1904396","regulation of neuromuscular junction dev...",51,0,0.62,1,1,1
"GO:1904397","negative regulation of neuromuscular jun...",20,0,0.24,1,1,1
"GO:1904398","positive regulation of neuromuscular jun...",17,0,0.21,1,1,1
"GO:1904580","regulation of intracellular mRNA localiz...",17,0,0.21,1,1,1
"GO:1904589","regulation of protein import",25,0,0.31,1,1,1
"GO:1904590","negative regulation of protein import",6,0,0.07,1,1,1
"GO:1904591","positive regulation of protein import",13,0,0.16,1,1,1
"GO:1904799","regulation of neuron remodeling",7,0,0.09,1,1,1
"GO:1904892","regulation of STAT cascade",31,0,0.38,1,1,1
"GO:1904893","negative regulation of STAT cascade",7,0,0.09,1,1,1
"GO:1904894","positive regulation of STAT cascade",16,0,0.2,1,1,1
"GO:1904950","negative regulation of establishment of ...",8,0,0.1,1,1,1
"GO:1904951","positive regulation of establishment of ...",25,0,0.31,1,1,1
"GO:1905114","cell surface receptor signaling pathway ...",88,0,1.08,1,1,1
"GO:1905207","regulation of cardiocyte differentiation",6,0,0.07,1,1,1
"GO:1905208","negative regulation of cardiocyte differ...",5,0,0.06,1,1,1
"GO:1905268","negative regulation of chromatin organiz...",11,0,0.13,1,1,1
"GO:1905269","positive regulation of chromatin organiz...",21,0,0.26,1,1,1
"GO:1905330","regulation of morphogenesis of an epithe...",11,0,0.13,1,1,1
"GO:1990138","neuron projection extension",23,0,0.28,1,1,1
"GO:1990778","protein localization to cell periphery",15,0,0.18,1,1,1
"GO:2000021","regulation of ion homeostasis",7,0,0.09,1,1,1
"GO:2000026","regulation of multicellular organismal d...",261,0,3.2,1,1,1
"GO:2000027","regulation of organ morphogenesis",56,0,0.69,1,1,1
"GO:2000043","regulation of cardiac cell fate specific...",6,0,0.07,1,1,1
"GO:2000044","negative regulation of cardiac cell fate...",5,0,0.06,1,1,1
"GO:2000116","regulation of cysteine-type endopeptidas...",14,0,0.17,1,1,1
"GO:2000134","negative regulation of G1/S transition o...",11,0,0.13,1,1,1
"GO:2000142","regulation of DNA-templated transcriptio...",5,0,0.06,1,1,1
"GO:2000145","regulation of cell motility",18,0,0.22,1,1,1
"GO:2000177","regulation of neural precursor cell prol...",25,0,0.31,1,1,1
"GO:2000178","negative regulation of neural precursor ...",20,0,0.24,1,1,1
"GO:2000179","positive regulation of neural precursor ...",5,0,0.06,1,1,1
"GO:2000274","regulation of epithelial cell migration,...",9,0,0.11,1,1,1
"GO:2000331","regulation of terminal button organizati...",12,0,0.15,1,1,1
"GO:2000369","regulation of clathrin-dependent endocyt...",6,0,0.07,1,1,1
"GO:2000377","regulation of reactive oxygen species me...",8,0,0.1,1,1,1
"GO:2000647","negative regulation of stem cell prolife...",21,0,0.26,1,1,1
"GO:2000648","positive regulation of stem cell prolife...",8,0,0.1,1,1,1
"GO:2000736","regulation of stem cell differentiation",14,0,0.17,1,1,1
"GO:2000737","negative regulation of stem cell differe...",10,0,0.12,1,1,1
"GO:2000756","regulation of peptidyl-lysine acetylatio...",5,0,0.06,1,1,1
"GO:2000816","negative regulation of mitotic sister ch...",10,0,0.12,1,1,1
"GO:2001013","epithelial cell proliferation involved i...",9,0,0.11,1,1,1
"GO:2001020","regulation of response to DNA damage sti...",12,0,0.15,1,1,1
"GO:2001056","positive regulation of cysteine-type end...",13,0,0.16,1,1,1
"GO:2001233","regulation of apoptotic signaling pathwa...",10,0,0.12,1,1,1
"GO:2001234","negative regulation of apoptotic signali...",5,0,0.06,1,1,1
"GO:2001251","negative regulation of chromosome organi...",12,0,0.15,1,1,1
"GO:2001252","positive regulation of chromosome organi...",8,0,0.1,1,1,1
