"Complex","Conditional","Essential","Nonessential","<NA>","protein_count","essentiality_fraction","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"FC3666",0,9,6,0,15,0.6,15,"Predicted","ubiquitin-dependent protein catabolic process","ubiquitin-dependent protein catabolic process;modification-dependent protein catabolic process;proteolysis involved in cellular protein catabolic process;modification-dependent macromolecule catabolic process;cellular protein catabolic process",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0026380 FBgn0000536 FBgn0031443 FBgn0023175 FBgn0029812 FBgn0038577 FBgn0032884 FBgn0002284 FBgn0016697 FBgn0250843 FBgn0086134 FBgn0002622 FBgn0261394 FBgn0029134 FBgn0010590 "
"FC3667",0,0,6,0,6,0,6,"Predicted","putative complex without known function","putative complex without known function",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0031693 FBgn0053895 FBgn0039667 FBgn0039296 FBgn0036134 FBgn0031713 "
"FC3668",0,2,6,0,8,0.25,8,"Predicted","protein import into nucleus","protein import into nucleus;protein targeting;nuclear import;protein import;nucleocytoplasmic transport",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0027338 FBgn0020255 FBgn0011823 FBgn0031145 FBgn0037924 FBgn0087013 FBgn0061200 FBgn0033264 "
"FC3669",0,0,2,1,3,0,3,"Predicted","histone H3 acetylation","histone H3 acetylation;histone methylation;chromatin-mediated maintenance of transcription;histone acetylation;positive regulation of transcription, DNA-dependent",NA,"CFinder","","Predicted from PPI network","Fly","","FBgn0005386 FBgn0261617 FBgn0003862 "
"FC3670",0,0,5,0,5,0,5,"Predicted","protein folding","protein folding;behavior",NA,"CFinder","","Predicted from PPI network","Fly","","FBgn0005585 FBgn0010470 FBgn0027932 FBgn0035772 FBgn0025682 "
"FC3671",0,0,14,1,15,0,15,"Predicted","protein N-linked glycosylation via asparagine","protein N-linked glycosylation via asparagine;peptidyl-asparagine modification;protein N-linked glycosylation",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0014868 FBgn0086442 FBgn0025683 FBgn0030992 FBgn0035432 FBgn0033205 FBgn0030993 FBgn0032075 FBgn0034277 FBgn0035471 FBgn0261673 FBgn0019925 FBgn0039303 FBgn0033203 FBgn0031220 "
"FC3672",0,0,10,0,10,0,10,"Predicted","ubiquitin-dependent protein catabolic process","ubiquitin-dependent protein catabolic process;modification-dependent protein catabolic process;proteolysis involved in cellular protein catabolic process;modification-dependent macromolecule catabolic process;cellular protein catabolic process",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0034704 FBgn0037236 FBgn0033260 FBgn0039554 FBgn0026176 FBgn0025637 FBgn0039234 FBgn0015509 FBgn0035959 FBgn0025638 "
"FC3673",0,1,6,0,7,0.142857142857143,7,"Predicted","nucleosome assembly","nucleosome assembly;chromatin assembly;DNA packaging;DNA conformation change;chromatin assembly or disassembly",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0013981 FBgn0004859 FBgn0053848 FBgn0030054 FBgn0029094 FBgn0004367 FBgn0015805 "
"FC3674",0,2,13,0,15,0.133333333333333,15,"Predicted","actin polymerization or depolymerization","actin polymerization or depolymerization",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0260049 FBgn0261458 FBgn0037607 FBgn0024352 FBgn0026418 FBgn0086254 FBgn0037687 FBgn0030362 FBgn0025885 FBgn0040064 FBgn0000579 FBgn0036290 FBgn0026170 FBgn0028694 FBgn0022774 "
"FC3675",0,0,6,0,6,0,6,"Predicted","protein folding","protein folding",NA,"CFinder","","Predicted from PPI network","Fly","","FBgn0027932 FBgn0022893 FBgn0261014 FBgn0024352 FBgn0026418 FBgn0026084 "
"FC3676",0,0,15,0,15,0,15,"Predicted","regulation of actin filament polymerization","regulation of actin filament polymerization;regulation of actin polymerization or depolymerization;actin filament organization;regulation of actin filament length;regulation of actin cytoskeleton organization",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0000044 FBgn0013342 FBgn0261458 FBgn0243516 FBgn0025865 FBgn0053156 FBgn0001961 FBgn0011742 FBgn0011570 FBgn0031437 FBgn0031781 FBgn0034577 FBgn0024273 FBgn0032859 FBgn0038369 "
"FC3677",0,3,10,0,13,0.230769230769231,13,"Predicted","tRNA aminoacylation for protein translation","tRNA aminoacylation for protein translation;tRNA aminoacylation;tRNA metabolic process;amino acid activation;ncRNA metabolic process",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0034401 FBgn0027093 FBgn0028695 FBgn0086443 FBgn0027086 FBgn0005674 FBgn0033351 FBgn0027084 FBgn0015283 FBgn0027090 FBgn0040237 FBgn0028694 FBgn0002069 "
"FC3678",0,1,6,1,8,0.125,8,"Predicted","organ morphogenesis","organ morphogenesis;embryonic morphogenesis;tissue development;embryo development",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0037110 FBgn0002526 FBgn0261800 FBgn0002528 FBgn0053087 FBgn0036023 FBgn0014388 FBgn0033039 "
"FC3679",0,0,15,0,15,0,15,"Predicted","mitotic spindle organization","mitotic spindle organization;spindle organization;microtubule cytoskeleton organization;M phase;cytoskeleton organization",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0260439 FBgn0036500 FBgn0036237 FBgn0015019 FBgn0030086 FBgn0034931 FBgn0003676 FBgn0037632 FBgn0013307 FBgn0010621 FBgn0032444 FBgn0025825 FBgn0033342 FBgn0027329 FBgn0039417 "
"FC3680",0,0,6,0,6,0,6,"Predicted","ATP metabolic process","ATP metabolic process;purine ribonucleoside triphosphate metabolic process;purine nucleoside triphosphate metabolic process;ribonucleoside triphosphate metabolic process;ATP hydrolysis coupled proton transport",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0027779 FBgn0020368 FBgn0031969 FBgn0010053 FBgn0022097 FBgn0005671 "
"FC3681",0,0,6,0,6,0,6,"Predicted","dosage compensation by hyperactivation of X chromosome","dosage compensation by hyperactivation of X chromosome;dosage compensation;protein-DNA complex assembly;regulation of gene expression, epigenetic;cellular macromolecular complex assembly",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0005616 FBgn0020412 FBgn0005617 FBgn0053833 FBgn0002775 FBgn0011760 "
"FC3682",0,0,5,0,5,0,5,"Predicted","cellular metabolic process","cellular metabolic process",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0032833 FBgn0010287 FBgn0036838 FBgn0035425 FBgn0030029 "
"FC3683",0,0,6,0,6,0,6,"Predicted","mRNA splice site selection","mRNA splice site selection;spliceosomal complex assembly;nuclear mRNA splicing, via spliceosome;RNA splicing, via transesterification reactions with bulged adenosine as nucleophile;RNA splicing, via transesterification reactions",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0033757 FBgn0259220 FBgn0040286 FBgn0040284 FBgn0026063 FBgn0024285 "
"FC3684",0,1,5,1,7,0.142857142857143,7,"Predicted","organ morphogenesis","organ morphogenesis;embryonic morphogenesis;tissue development;embryo development;anatomical structure morphogenesis",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0015571 FBgn0002526 FBgn0261800 FBgn0002528 FBgn0000299 FBgn0014388 FBgn0040777 "
"FC3685",0,0,8,0,8,0,8,"Predicted","dendrite morphogenesis","dendrite morphogenesis;dendrite development;neuron projection morphogenesis;neuron projection development;cell morphogenesis involved in neuron differentiation",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0003744 FBgn0031006 FBgn0261560 FBgn0040368 FBgn0030142 FBgn0015806 FBgn0021796 FBgn0029840 "
"FC3686",0,8,5,1,14,0.571428571428571,14,"Predicted","centrosome duplication","centrosome duplication;mitotic spindle elongation;centrosome cycle;mitotic spindle organization;centrosome organization",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0025286 FBgn0039359 FBgn0086710 FBgn0036825 FBgn0013325 FBgn0002626 FBgn0032987 FBgn0261606 FBgn0017579 FBgn0002579 FBgn0039857 FBgn0029785 FBgn0011272 FBgn0015756 "
"FC3687",0,0,3,0,3,0,3,"Predicted","putative complex without known function","putative complex without known function",NA,"CFinder","","Predicted from PPI network","Fly","","FBgn0031478 FBgn0010611 FBgn0014869 "
"FC3688",0,0,5,0,5,0,5,"Predicted","positive regulation of hh target transcription factor activity","positive regulation of hh target transcription factor activity;positive regulation of sequence-specific DNA binding transcription factor activity;regulation of sequence-specific DNA binding transcription factor activity;signal transduction downstream of smoothened;imaginal disc morphogenesis",NA,"CFinder","","Predicted from PPI network","Fly","","FBgn0022382 FBgn0003444 FBgn0000273 FBgn0000352 FBgn0001079 "
"FC3689",0,0,7,0,7,0,7,"Predicted","negative regulation of transcription, DNA-dependent","negative regulation of transcription, DNA-dependent;regulation of transcription, DNA-dependent;negative regulation of cellular macromolecule biosynthetic process;negative regulation of RNA metabolic process;regulation of RNA biosynthetic process",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0027950 FBgn0027951 FBgn0030269 FBgn0261573 FBgn0260397 FBgn0015805 FBgn0014380 "
"FC3690",0,0,4,1,5,0,5,"Predicted","putative complex without known function","putative complex without known function",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0003435 FBgn0022213 FBgn0261710 FBgn0085430 FBgn0030243 "
"FC3691",0,0,6,0,6,0,6,"Predicted","putative complex without known function","putative complex without known function",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0034259 FBgn0001123 FBgn0035181 FBgn0039844 FBgn0024985 FBgn0010575 "
"FC3692",0,0,4,1,5,0,5,"Predicted","regulation of biological quality","regulation of biological quality",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0032509 FBgn0001977 FBgn0053156 FBgn0262125 FBgn0061360 "
"FC3693",0,0,15,0,15,0,15,"Predicted","nucleosome assembly","nucleosome assembly;chromatin assembly;DNA packaging;nucleosome organization;DNA conformation change",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0020412 FBgn0053860 FBgn0024491 FBgn0003044 FBgn0053809 FBgn0003042 FBgn0023518 FBgn0053803 FBgn0053821 FBgn0053851 FBgn0053848 FBgn0053833 FBgn0000629 FBgn0003862 FBgn0053824 "
"FC3694",0,1,12,0,13,0.0769230769230769,13,"Predicted","translational initiation","translational initiation;translation;cellular protein metabolic process;cellular macromolecule biosynthetic process;cellular biosynthetic process",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0034237 FBgn0037994 FBgn0034654 FBgn0037270 FBgn0029629 FBgn0035423 FBgn0002780 FBgn0035839 FBgn0033902 FBgn0022023 FBgn0036258 FBgn0027619 FBgn0001942 "
"FC3695",0,1,14,0,15,0.0666666666666667,15,"Predicted","transcription initiation from RNA polymerase II promoter","transcription initiation from RNA polymerase II promoter;regulation of transcription from RNA polymerase II promoter;transcription from RNA polymerase II promoter;transcription initiation, DNA-dependent;transcription, DNA-dependent",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0035872 FBgn0035754 FBgn0026873 FBgn0034707 FBgn0003415 FBgn0034503 FBgn0024330 FBgn0037359 FBgn0028379 FBgn0036023 FBgn0036581 FBgn0038858 FBgn0033460 FBgn0035145 FBgn0035149 "
"FC3696",0,1,6,0,7,0.142857142857143,7,"Predicted","nuclear mRNA splicing, via spliceosome","nuclear mRNA splicing, via spliceosome;RNA splicing, via transesterification reactions with bulged adenosine as nucleophile;RNA splicing, via transesterification reactions;RNA splicing;mRNA processing",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0040235 FBgn0004856 FBgn0011823 FBgn0261119 FBgn0035136 FBgn0030365 FBgn0037644 "
"FC3697",0,0,5,0,5,0,5,"Predicted","body morphogenesis","body morphogenesis;chitin-based cuticle development;cuticle development",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0030293 FBgn0039437 FBgn0031494 FBgn0039436 FBgn0035347 "
"FC3698",0,0,7,0,7,0,7,"Predicted","negative regulation of transcription, DNA-dependent","negative regulation of transcription, DNA-dependent;regulation of transcription, DNA-dependent;negative regulation of RNA metabolic process;regulation of RNA biosynthetic process;negative regulation of cellular macromolecule biosynthetic process",NA,"CFinder","","Predicted from PPI network","Fly","","FBgn0031759 FBgn0022764 FBgn0015268 FBgn0031377 FBgn0004837 FBgn0029861 FBgn0015805 "
"FC3699",0,2,13,0,15,0.133333333333333,15,"Predicted","centrosome duplication","centrosome duplication;centrosome cycle;centrosome organization;microtubule organizing center organization;microtubule cytoskeleton organization",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0026372 FBgn0034073 FBgn0025140 FBgn0038989 FBgn0038473 FBgn0010409 FBgn0013325 FBgn0028473 FBgn0035063 FBgn0052418 FBgn0037351 FBgn0032404 FBgn0034915 FBgn0032408 FBgn0003279 "
"FC37",0,1,10,0,11,0.0909090909090909,11,"Literature","positive regulation of transcription, DNA-dependent","positive regulation of transcription, DNA-dependent;regulation of transcription, DNA-dependent;positive regulation of RNA metabolic process;regulation of RNA biosynthetic process;imaginal disc morphogenesis",NA,"Predicted by HT data (cluster was obtained from CYC2008)","HT_SC_Cluster26","CYC2008","Yeast","","FBgn0036723 FBgn0002783 FBgn0025463 FBgn0002985 FBgn0000212 FBgn0025838 FBgn0040465 FBgn0011715 FBgn0032295 FBgn0011745 FBgn0029867 "
"FC3700",0,0,15,0,15,0,15,"Predicted","translation","translation;cellular macromolecule biosynthetic process;cellular protein metabolic process;cellular macromolecule metabolic process;macromolecule biosynthetic process",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0035335 FBgn0037566 FBgn0032720 FBgn0027567 FBgn0030686 FBgn0014023 FBgn0037608 FBgn0030433 FBgn0030786 FBgn0036990 FBgn0030552 FBgn0037330 FBgn0017429 FBgn0001995 FBgn0003279 "
"FC3701",0,0,15,0,15,0,15,"Predicted","biosynthetic process","biosynthetic process;metabolic process",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0015622 FBgn0053303 FBgn0050194 FBgn0039580 FBgn0026409 FBgn0005674 FBgn0013307 FBgn0050489 FBgn0034277 FBgn0027291 FBgn0039674 FBgn0027580 FBgn0021953 FBgn0250814 FBgn0027329 "
"FC3702",0,7,7,1,15,0.466666666666667,15,"Predicted","mitotic spindle elongation","mitotic spindle elongation;spindle elongation;mitotic spindle organization;spindle organization;microtubule cytoskeleton organization",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0038474 FBgn0039129 FBgn0025286 FBgn0039359 FBgn0029897 FBgn0036825 FBgn0013325 FBgn0034138 FBgn0261606 FBgn0053847 FBgn0002579 FBgn0039757 FBgn0031980 FBgn0005533 FBgn0015756 "
"FC3703",0,2,13,0,15,0.133333333333333,15,"Predicted","transcription initiation from RNA polymerase II promoter","transcription initiation from RNA polymerase II promoter;regulation of transcription from RNA polymerase II promoter;transcription from RNA polymerase II promoter;transcription initiation, DNA-dependent;regulation of transcription, DNA-dependent",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0037262 FBgn0015766 FBgn0003277 FBgn0031643 FBgn0024330 FBgn0036581 FBgn0051390 FBgn0034758 FBgn0015618 FBgn0040020 FBgn0035145 FBgn0010422 FBgn0036811 FBgn0037555 FBgn0010421 "
"FC3704",0,0,6,0,6,0,6,"Predicted","regulation of protein phosphorylation","regulation of protein phosphorylation;regulation of protein modification process;regulation of phosphorylation;regulation of phosphate metabolic process;intracellular protein kinase cascade",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0015765 FBgn0016131 FBgn0013987 FBgn0016641 FBgn0261524 FBgn0024846 "
"FC3705",0,9,6,0,15,0.6,15,"Predicted","proteolysis","proteolysis;protein catabolic process;response to DNA damage stimulus;protein metabolic process;macromolecule catabolic process",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0028686 FBgn0028692 FBgn0028695 FBgn0020369 FBgn0015282 FBgn0030457 FBgn0028687 FBgn0034451 FBgn0002787 FBgn0028688 FBgn0028694 FBgn0028685 FBgn0031263 FBgn0011327 FBgn0028691 "
"FC3706",0,0,4,0,4,0,4,"Predicted","putative complex without known function","putative complex without known function",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0030538 FBgn0037939 FBgn0014869 FBgn0045770 "
"FC3707",0,8,6,0,14,0.571428571428571,14,"Predicted","centrosome duplication","centrosome duplication;centrosome cycle;mitotic spindle elongation;centrosome organization;mitotic spindle organization",NA,"NetworkBlast","","Predicted from PPI network","Fly & Yeast","","FBgn0025286 FBgn0039359 FBgn0086710 FBgn0036825 FBgn0013325 FBgn0002626 FBgn0032987 FBgn0002579 FBgn0039757 FBgn0039857 FBgn0029867 FBgn0029785 FBgn0011272 FBgn0015756 "
"FC3708",0,0,5,1,6,0,6,"Predicted","protein dephosphorylation","protein dephosphorylation",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0261984 FBgn0260439 FBgn0001986 FBgn0031224 FBgn0004889 FBgn0035021 "
"FC3709",0,0,7,0,7,0,7,"Predicted","monocarboxylic acid metabolic process","monocarboxylic acid metabolic process;acetyl-CoA metabolic process",NA,"NetworkBlast","","Predicted from PPI network","Human & Fly","","FBgn0037657 FBgn0031912 FBgn0030663 FBgn0036762 FBgn0035205 FBgn0019637 FBgn0010750 "
